UID,Project Code,Account Manager,Client,Project Name,Opp Status,Status,Decision,Final Amount,Encoded Date,Date Received,Client Deadline,Remarks
"8805df5c-dcf2-43bf-a4b7-04391b95bc21","CMRP25060293","NSG","Gtech Solutions, Inc.","Gtech Pioneer Cold Storage BMS","OP30","Submitted","GO","4640240","2025-06-26T16:00:00.000Z","2025-06-26T16:00:00.000Z","2025-06-26T16:00:00.000Z",""
"8bdb0a1e-c845-4c24-9391-f53f4dce88b4","CMRP25070336","CBD","Megaworld","1REP BMS","OP30","Submitted","GO","4392414.37","2025-06-26T16:00:00.000Z","2025-06-26T16:00:00.000Z","2025-07-15T16:00:00.000Z",""
"45787fd7-000b-4e79-85f7-9f2e84591469","CMRP25070333","CBD","Megaworld","NGC BMS","OP60","Submitted","GO","3749528.48","2025-06-26T16:00:00.000Z","2025-06-26T16:00:00.000Z","2025-07-15T16:00:00.000Z","Sep or Oct awarding"
"b2589411-9525-4e3d-837b-ddabe68ad598","CMRP25060300","NSG","EBAY","EBAY Panduit Fiber Optic Casette","OP100","Submitted","GO","15740.84","2025-06-26T16:00:00.000Z","2025-06-26T16:00:00.000Z","2025-06-26T16:00:00.000Z",""
"c58614cb-09bf-4e50-b023-9f7de91be0ae","CMRP25060302","JMO","URC BCFG","URC Binan Assessment of Existing FDAS","OP60","Submitted","GO","160000","2025-06-26T16:00:00.000Z","2025-06-26T16:00:00.000Z","2025-06-30T16:00:00.000Z","27June Assess w/ Claude, plan by end-user: 28July for budget allocation acc to Sir Cris Manikat;
08Sep Still for tech'l/budget eval'n per Sir Norman"
"baf883d1-45f1-48a0-9e2f-4361906e6e45","CMRP25070309A","JMO","URC AIG","UCP Pasig_nstallation of Automation for WWTP & Drainage System (OPT. 2)","OP60","Submitted","GO","480038.14","2025-06-25T16:00:00.000Z","2025-08-03T16:00:00.000Z","2025-08-07T16:00:00.000Z","30June asses w/ RJ; 11July Budgetary by Ian; 04Aug for clarification; 07Aug post-clarification rev01 offer"
"dde5248c-cfe0-49bf-a306-e724b969d97d","CMRP25060299","NSG","Net Pacific, Inc.","NPI STT PXCMod2 Controller Rehab","OP30","Submitted","GO","200000","2025-06-25T16:00:00.000Z","2025-06-25T16:00:00.000Z","2025-06-25T16:00:00.000Z",""
"bfb2f156-9978-4ad9-8110-dbbc15e2f6fd","CMRP25060298","NSG","Acciona","Acciona Supply of KTP700 HMI Siemens","OP30","Submitted","GO","252830.87","2025-06-25T16:00:00.000Z","2025-06-25T16:00:00.000Z","2025-06-25T16:00:00.000Z",""
"5cb94dfd-5dbf-4484-bf68-4cf777619878","CMRP25070308","JMO","URC AIG","UCP Pasig_Installation of Automation for WWTP & Drainage System (OPT. 1)","OP30","Submitted","GO","2678560.16","2025-06-25T16:00:00.000Z","2025-06-25T16:00:00.000Z","2025-07-10T16:00:00.000Z","30June asses w/ RJ; 11July Budgetary by Ian;04Aug for clarification"
"e1f61413-eb69-4275-80d7-1cd1cc3f4811","CMRP25070309","JMO","URC AIG","UCP Pasig Rehabilitation of Oil Deodorizer (Phase 1)","OP60","For Revision","GO","2586751.54","2025-06-25T16:00:00.000Z","2025-08-03T16:00:00.000Z","2025-08-07T16:00:00.000Z","30June asses w/ RJ; 11July Budgetary by Via; 08Aug post-clarification rev01 offer; Via nego w/ D+H for BAFO/SSW cost Optimization"
"b39becde-882c-441d-93fe-4c4eb62695f6","CMRP25070310","RTR","Aboitiz","Aboitiz TMI AVEVA SP Training","OP90","Submitted","GO","89929.67","2025-06-24T16:00:00.000Z","2025-06-22T16:00:00.000Z","",""
"a873265d-a7c7-4403-9ce0-6b8711a11163","CMRP","JMO","URC SURE","SURE-PASSI_PMS Boiler Automation (PR 1000138639)","","Not Yet Started","Pending","","2025-06-24T16:00:00.000Z","2025-06-24T16:00:00.000Z","2025-07-01T16:00:00.000Z","03July RFI & clarification c/o margelyn.belarmino@urc.com.ph"
"3d177760-7849-4f7b-a3ef-3dda7511402f","CMRP25060266","NSG","Ternion Engineering Company","Ternion Supply of CCTV & Lan Cables","OP90","Submitted","GO","815778.74","2025-06-24T16:00:00.000Z","2025-06-24T16:00:00.000Z","2025-06-24T16:00:00.000Z",""
"1abbec20-a28f-47e7-8a37-3c95f46d6b60","CMRP","JMO","URC SURE","SURE-PASSI_PMS & Start Up Support for Pan/ Evap (PR 1000138670)","","No Decision Yet","PENDING","","2025-06-24T16:00:00.000Z","2025-06-24T16:00:00.000Z","2025-07-01T16:00:00.000Z","24July Still open RFI & clarification c/o margelyn.belarmino@urc.com.ph;
09Sep Buyer sent new RFQ of same PR No but w/ add'l IO Configuration"
"c8a0f375-bf7c-4600-acdb-accba2cdb53a","CMRP25070314","CBD","ACEN","Bataan FDAS and FirePro PMS","Inactive","Submitted","GO","61425.00","2025-06-23T16:00:00.000Z","2025-06-17T16:00:00.000Z","2025-06-24T16:00:00.000Z",""
"b8039f60-bb88-4842-b809-265bfb129504","CMRP25060268","NSG","San Miguel Corporation","SMC Lighting Control Panel","OP100","Submitted","GO","85212.6","2025-06-23T16:00:00.000Z","2025-06-23T16:00:00.000Z","2025-06-23T16:00:00.000Z",""
"068d42bd-bd1d-40d1-aef0-a56e0e5edf4b","CMRP25060297","NSG","EEF Enterprises","EEF Supply of DOL Panel","OP30","Submitted","GO","125000","2025-06-23T16:00:00.000Z","2025-06-23T16:00:00.000Z","2025-06-23T16:00:00.000Z",",,"
"ebb59f09-c1b1-408d-80d1-97903f2a7cc7","CMRP25070328","CBD","Splash Corporation","Splash Corp EKATO Machine PLC Upgrade","OP30","Submitted","GO","341182.56","2025-06-22T16:00:00.000Z","2025-06-22T16:00:00.000Z","",""
"1894c8c5-45c8-4ebd-b1a1-c9e4cb062a9d","CMRP25070329","CBD","Splash Corporation","Splash Corp EKATO Machine HMI Upgrade","OP30","Submitted","GO","212325.67","2025-06-22T16:00:00.000Z","2025-06-22T16:00:00.000Z","",""
"1ecbd14a-5bc6-480f-9c22-db7afb8e6e0e","CMRP","JMO","URC SURE","SURE LC_ S&I 2-sets Onay Paratoner 214M Lightning Arrester (PR 1200014782)","","","DECLINE","","2025-06-22T16:00:00.000Z","2025-06-22T16:00:00.000Z","2025-06-30T16:00:00.000Z","RFQ by Ching: Lightning Arrester brand specified & BoM detailed"
"0e5f0236-0ac9-44ec-a07e-a7dfae2fb4e4","CMRP25070330","CBD","Splash Corporation","Splash Corp EKATO Machine VFD Upgrade","OP30","Submitted","GO","1063113.71","2025-06-22T16:00:00.000Z","2025-06-22T16:00:00.000Z","",""
"57f74e9c-a944-4731-9962-931c4ef7e027","CMRP","JMO","URC SURE","SURE LC_ GSM/CGC to TCP/IP, Modbus RTU to OPC-UA, Haiwell A8 panel install'n, SCADA/Data historian configuration.(PR100007300)","","ONGOING","GO","","2025-06-21T16:00:00.000Z","2025-06-22T16:00:00.000Z","2025-06-29T16:00:00.000Z","Ching RFQ, 23July RJ RFI not yet answered"
"d5eb2b30-a39f-4797-a877-04c0834e1cc8","CMRP25060291","NSG","San Miguel Brewery","SMB Supply of AVR and PSU","OP30","Submitted","GO","313024.14","2025-06-19T16:00:00.000Z","2025-06-19T16:00:00.000Z","2025-06-26T16:00:00.000Z",""
"91e5bc76-aa45-4167-936e-01adaf77368f","CMRP25060290","NSG","EBAY","EBAY Honeywell Reader","OP100","Submitted","GO","13623.56","2025-06-19T16:00:00.000Z","2025-06-19T16:00:00.000Z","2025-06-19T16:00:00.000Z",""
"36618079-9f05-48c0-bfb1-22248922a9fc","CMRP","JMO","URC BCFG","URC SP2 _Repair of HMI Touch Panel, Conbar Line (PR 1000153628)","","","DECLINE","","2025-06-19T16:00:00.000Z","2025-06-19T16:00:00.000Z","2025-06-26T16:00:00.000Z","Jenn Cantaco RFQ, Declined per RJR CMR does not repair LCD"
"7ce82270-ced9-455b-9c3e-5c0e8d95f0ce","CMRP","JMO","URC BCFG","URC SP2 _Repair of PCL Yamato Weigher HMI LCD (PR 1000153528)","","","DECLINE","","2025-06-19T16:00:00.000Z","2025-06-19T16:00:00.000Z","2025-06-26T16:00:00.000Z","Jenn Cantaco RFQ, Declined per RJR CMR does not repair LCD"
"6534149d-0c4d-453e-8a1c-aac87c5554e8","","LOS","Malita Power Inc.","MALITA SCADA Preventive Maintenance","","No Decision Yet","PENDING","","2025-06-19T16:00:00.000Z","2025-06-19T16:00:00.000Z","",""
"46c39880-ffa2-4ded-8ba1-457b64feedf4","CMRP25040165A","CBD","Megaworld","PSDC FDAS Additional","OP100","Submitted","GO","323000","2025-06-19T16:00:00.000Z","","","July21 (NTP) | Sep16 (negotiation)"
"69dd7560-8921-479d-8e0c-1cfe16d5e8b2","CMRP25060304","CBD","ACEN","SLTEC Fortigate License Renewal for DCS","LOST","Submitted","GO","1436190.29","2025-06-19T16:00:00.000Z","2025-06-18T16:00:00.000Z","2025-06-22T16:00:00.000Z","Not most competitve"
"2c6f12c5-d023-4b47-9d06-3e0f8f8d9bfa","CMRP25050222","NSG","NCC","NCC Supply of OPTIBOX","OP100","Submitted","GO","1054273.3","2025-06-18T16:00:00.000Z","2025-06-18T16:00:00.000Z","2025-06-18T16:00:00.000Z","Awarded 07-02-2025"
"62261b9f-9830-4649-aa80-920bee7a10fd","CMRP25060298","JMO","URC BCFG","NURC Cavite-Ph1 - L1 Power Metering Unit - SCADA Ready (PR 1200018468JV)","OP100","Submitted","GO","133928.58","2025-06-17T16:00:00.000Z","2025-07-07T16:00:00.000Z","2025-07-09T16:00:00.000Z","PO#  400174542 14-July-2025; Due 30Aug; PCAB required"
"6de9275b-a469-4abf-87bd-9d9c93530669","CMRP25060353","JMO","URC BCFG","URC Binan_Repair & Improve CCTV Analog (PR 1200018411)","OP100","Submitted","GO","350000","2025-06-17T16:00:00.000Z","2025-06-17T16:00:00.000Z","2025-06-30T16:00:00.000Z","PO# 400181072 24-July-2025"
"cb5deb73-e7fa-4db8-9438-3e59dd9cd691","CMRP25040184","NSG","NCC","NCC Supply of Pulverized Limestone I.O Panel","OP100","Submitted","GO","1155413.42","2025-06-17T16:00:00.000Z","2025-06-17T16:00:00.000Z","2025-06-17T16:00:00.000Z",""
"7d356fe1-2791-4dc9-8902-7eef4ebb707c","CMRP25060275","LOS","URC SURE","URC SURE Balayan DCS for Boiler, Mill and Boiling House","OP30","Submitted","GO","66292761.50","2025-06-17T16:00:00.000Z","2025-05-25T16:00:00.000Z","",""
"7e79569e-85de-4852-8b9c-fd818974f8da","","RTR","URC SURE","URC SONEDCO Mill PLC Upgrade","","","DECLINE","","2025-06-17T16:00:00.000Z","2025-06-17T16:00:00.000Z","",""
"8639ad18-01d3-4527-a897-c3e5caa8810b","","LOS","URC SURE","URC PASSI Supply of PLC and SCADA","","Submitted","GO","","2025-06-17T16:00:00.000Z","2025-06-10T16:00:00.000Z","",""
"3f04d0ce-1518-42cb-9149-1cc8c5a96bd3","CMRP25060295","JMO","URC BCFG","URC Cavite_ CHP : Pulverizer Transfer Electrical Works (PR 1200018451)","OP30","Submitted","GO","539675.63","2025-06-17T16:00:00.000Z","2025-06-17T16:00:00.000Z","2025-06-23T16:00:00.000Z","20June assessed w/ Claude & Arvin; 24June budgetary"
"328d820c-2205-4e8b-ba1c-615646729bc3","CMRP25060296","JMO","URC BCFG","URC Cavite_Wiring Install'n for New Homogenizing Machine (PR 1200017856)","Inactive","Submitted","GO","142842.08","2025-06-17T16:00:00.000Z","2025-06-17T16:00:00.000Z","2025-06-23T16:00:00.000Z","20June assess w/ Claude & Arvin: 24June budgetary; 31July Deferred to next year"
"579a3392-43b3-44c0-999c-2e3451f9ac46","CMRP","JMO","URC BCFG","URC Cebu 2_PMS of Substation 2 Transformer & MVSG (PR 1000151182)","","","DECLINE","","2025-06-17T16:00:00.000Z","2025-06-03T16:00:00.000Z","2025-06-25T16:00:00.000Z","18June RFQ by Mam Jenn Cantaco; Declined by RUA"
"3b9e5d5c-2443-49e0-9740-d1d8c0c48e8f","CMRP25050223","NSG","Advantage Concrete Industries Corporation","ACIC Supply of Flood Light and CP for Siren","OP100","Submitted","GO","31665.56","2025-06-15T16:00:00.000Z","2025-06-15T16:00:00.000Z","2025-06-15T16:00:00.000Z",""
"002c14e3-74b2-4317-b4f9-af87d5b6c2ff","CMRP25060270","LOS","San Miguel Corporation","SMC Magnolia BMCSA Production Expansion Ph3","OP30","Submitted","GO","7804740.56","2025-06-15T16:00:00.000Z","2025-06-15T16:00:00.000Z","2025-06-15T16:00:00.000Z",""
"22f7180f-57f2-492f-8aa3-9d1307c2f8e9","CMRP25060285","NSG","Versa Refrigeration Solutions Technology","VRST Supply of CG Ammeter","OP30","Submitted","GO","9833.82","2025-06-15T16:00:00.000Z","2025-06-15T16:00:00.000Z","2025-06-15T16:00:00.000Z",""
"852e03a7-dc04-46db-b9b0-8d1b0d3a3366","CMRP25060284","NSG","Net Pacific, Inc.","NPI Supply of Comatec 150VA","OP100","Submitted","GO","5705.7","2025-06-12T16:00:00.000Z","2025-06-12T16:00:00.000Z","2025-06-12T16:00:00.000Z",""
"26787b94-a7b0-4a7e-98da-b83fbb5e5f5e","CMRP25060282","NSG","SMC","SMC ACIC Supply of LPP, Lamp Post and Wires","","","DECLINE","","2025-06-12T16:00:00.000Z","2025-06-12T16:00:00.000Z","2025-06-12T16:00:00.000Z",""
"d010b5ec-bf03-4b39-a3f9-ca45c9e11971","CMRP25060283","CBD","ES Calma Design and Associates","TOA Global FDAS","Inactive","Submitted","GO","1810023.45","2025-06-12T16:00:00.000Z","2025-06-12T16:00:00.000Z","","Possible not to proceed; change of partner"
"153abee3-dd17-4664-9ee1-bd33d488256a","CMRP25060287","CBD","STMicroelectronics","Power Meter Installation & FMCS Integration Phase #2","OP100","Submitted","GO","1160012.94","2025-06-10T16:00:00.000Z","2025-06-10T16:00:00.000Z","2025-06-17T16:00:00.000Z","Sep11 (internal KO); for external KO waiting DS"
"51331179-c4d6-4325-9eb1-59589d9f35fa","CMRP25060277","NSG","Royale Cold Storage North, Inc.","RCS Supply of Siemens Circuit Breaker and Battery","OP100","Submitted","GO","53440.91","2025-06-10T16:00:00.000Z","2025-06-10T16:00:00.000Z","2025-06-10T16:00:00.000Z",""
"c186079f-5fb2-42db-9fce-df47635cab9e","CMRP25060278","NSG","San Miguel Corporation","SMC PHCI-BBF Expansion Low Voltage Distribution System","OP30","Submitted","GO","42652921.59","2025-06-10T16:00:00.000Z","2025-06-10T16:00:00.000Z","2025-06-10T16:00:00.000Z",""
"8bf5c7a2-8bb0-47cf-8930-a75315b771a7","CMRP25050281","JMO","URC BCFG","URC Malvar_Electrical Works for Piattos Line","LOST","Submitted","GO","14040200","2025-06-10T16:00:00.000Z","2025-07-07T16:00:00.000Z","2025-07-07T16:00:00.000Z","03Jul Post Clarif rev2 (OSM); 08Jul rev03 SSW won by Jonatech"
"ad3f6eff-e6f9-4622-bbd4-1f18c1af0e86","CMRP25060274","NSG","Analog Devices, Inc.","ADI Flowmetering PLC Replacement","OP100","Submitted","GO","77762.42","2025-06-09T16:00:00.000Z","2025-06-09T16:00:00.000Z","2025-06-10T16:00:00.000Z",""
"0aa4ee8b-448f-4891-9822-30d9425ef4b1","-NSG Sparctest Supply and Installation of VFDs - Zama","NSG","URC SURE","URC BALAYAN PR#1200015711 - Programmer,Indus,Siemens Field PG M6 Adv","OP60","Submitted","GO","849083.21","2025-06-09T16:00:00.000Z","2025-06-08T16:00:00.000Z","2025-06-09T16:00:00.000Z",""
"5553bdd4-c843-4224-89de-b203bcba31d0","CMRP25060271","CBD","Asia Affinity Property Management","One Legrand VFD Supply and Installation","Inactive","Submitted","GO","4600052.99","2025-06-09T16:00:00.000Z","2025-05-18T16:00:00.000Z","2025-06-03T16:00:00.000Z","no update"
"c52b3b66-322f-4d6a-9e59-1c605c83bf01","CMRP25050253","CBD","SMC","MRT7 Station 8 ECB to LMCP","LOST","Submitted","GO","578296.23","2025-06-09T16:00:00.000Z","2025-06-08T16:00:00.000Z","",""
"df8ddb5b-49bb-4fa8-beea-eb7029df4e11","CMRP25060273","NSG","Sparctest","Sparctest Supply and Installation of VFDs - Zama","OP30","Submitted","GO","488687.91","2025-06-09T16:00:00.000Z","2025-06-09T16:00:00.000Z","2025-06-12T16:00:00.000Z",""
"b731da49-5d8d-4339-b154-ff61f1e78dd9","CMRP25060292","JMO","URC BCFG","URC SP 2_Upgrade of ABL Oven Controls (PR 1200018284)","LOST","Submitted","GO","2169641.08","2025-06-04T16:00:00.000Z","2025-09-07T16:00:00.000Z","2025-09-08T16:00:00.000Z","10June pre-bid RJ; 23July Budgetary re-submitted;
 Sir Jhun Cagadas invite to submit BAFO for 09Sep SSW:
16Sep Lost Bid per buyer"
"fbdd9d34-4354-4f44-b43c-31b291db08b5","CMRP25060267","NSG","JX Metals Philippines, Inc.","JX CU Leaching H2SO4 Auto Refill","OP30","Submitted","GO","273918.47","2025-06-04T16:00:00.000Z","2025-06-04T16:00:00.000Z","",""
"1d3ddac1-50f9-4eff-b728-1b26b3b1f82f","CMRP","JMO","URC BCFG","URC Cal 2_Replace Busted Lights at Snacks A, B & C (PR 1300001620)","","","DECLINE","","2025-06-04T16:00:00.000Z","2025-06-04T16:00:00.000Z","2025-06-12T16:00:00.000Z","RFQ by Mam Jenn Cantaco,"
"c9409edb-e5c4-4f0a-9e85-8866e95ce6ff","CMRP","JMO","URC BCFG","URC Cal 2_Replace Busted Lights at Logistics Whse. (PR 1300001621)","","","DECLINE","","2025-06-04T16:00:00.000Z","2025-06-04T16:00:00.000Z","2025-06-12T16:00:00.000Z","RFQ by Mam Jenn Cantaco,"
"364435ab-6084-48f1-b2b7-7bae317c7ca3","CMRP25070321","CBD","DMCI","Contempo Project BMS","OP30","Submitted","GO","17843056.6","2025-06-03T16:00:00.000Z","2025-06-01T16:00:00.000Z","2025-06-12T16:00:00.000Z",""
"2f5cd4de-8c2e-41ee-b1e2-b97a79d70959","","CBD","Megaworld","EDR Button Switch 10pcs","","","DECLINE","","2025-06-03T16:00:00.000Z","2025-06-02T16:00:00.000Z","",""
"63147790-0e0d-42d2-b902-411098d84cc2","","CBD","Megaworld","One Republic Plaza Auxiliary","","","DECLINE","","2025-06-03T16:00:00.000Z","2025-05-18T16:00:00.000Z","2025-06-03T16:00:00.000Z",""
"79dee4db-9538-4202-a693-49707d437b79","","ISP","SMC RTE","SMC-RTE CCTV PM and additional devices","Inactive","For Approval","DECLINE","0","2025-06-03T16:00:00.000Z","2025-06-02T16:00:00.000Z","",""
"853e10e2-cf0d-4c24-b2d0-df7669ee7f4a","CMRP25060288","JMO","MAYNILAD","Maynilad_PMS of Putatan Water Treament P2 Substation (BO2511BC)","LOST","Submitted","GO","993904.22","2025-06-03T16:00:00.000Z","2025-06-03T16:00:00.000Z","2025-06-17T16:00:00.000Z","05June RUA (671k); for 29July lost to Megamasterlink"
"fd5c441b-9573-488c-88a0-80942bbf342f","","ISP","Jazeera","Jazeera PLC Panel Supply and Services","","No Decision Yet","PENDING","","2025-06-03T16:00:00.000Z","2025-06-02T16:00:00.000Z","",""
"c72006b2-25c9-4177-92fc-01470ceb94b5","","ISP","Fluence","Fluence Troubleshooting services for Magapit Plant Site","OP100","Submitted","GO","65000","2025-06-03T16:00:00.000Z","2025-06-02T16:00:00.000Z","",""
"c82fd522-28ae-41bb-b6a4-26782bf38986","CMRP25080324","JMO","URC BCFG","URC Cal 2_ S&I UPS, TVSS and Panel Restoration (RFP by Sir VJ Abogado)","OP30","Submitted","GO","2691700.00","2025-06-03T16:00:00.000Z","2025-06-03T16:00:00.000Z","2025-08-21T16:00:00.000Z","13June Site assess by Claude, 28July Sir VJ provides UPS & TVSS Qtys: 6Aug Budgetary"
"de234c98-edbc-4c67-a81b-865ffcb4eb0c","CMRP","JMO","URC BCFG","URC Pam 2_ Bldg 1 Boiler PLC and CPU Upgrade (RFP by Sir Errol)","OP100","Submitted","GO","434910.71","2025-06-02T16:00:00.000Z","2025-06-02T16:00:00.000Z","2025-06-10T16:00:00.000Z","PO# 400179513 13-July-2025, Repeat Order of PO 400159505"
"3cc6ee0d-def4-48e6-becf-299922994c3f","","CBD","Megaworld","Savoy Hotel Paragua","","","DECLINE","","2025-06-02T16:00:00.000Z","2025-05-26T16:00:00.000Z","",""
"92b1af5f-d0e8-4c30-a43f-85bb6d4d671d","CMRP25010006","CBD","Applied Thermal Technology Solution Corporation","RCBC Chiller #2 & #3 ACB Replacement","OP30","Submitted","GO","1428514.45","2025-06-02T16:00:00.000Z","","","2026 awarding and mobilization"
"1b3c3d93-e243-4a91-b6c4-763c9c99f51d","","","","Netpac Siemens FDAS Installation","","","","","2025-06-01T16:00:00.000Z","","",""
"08a3e6c4-a7a2-4781-ae13-01cc40d3d6d8","CMRP25060265","JMO","URC BCFG","URC Cal 2_ S&I Siemens Power Meter (PR 1200018171)","OP100","Submitted","GO","132725.43","2025-06-01T16:00:00.000Z","2025-06-15T16:00:00.000Z","2025-06-16T16:00:00.000Z","PO# 400172193 11-June-2025; Due 30-days from start"
"1a26124b-be68-4e12-bfc8-79911dad96e2","CMRP2301023A","CBD","Grand Apex Construction Inc.","MRT7 Station 6 FDAS Works","OP100","Submitted","GO","480000","2025-06-01T16:00:00.000Z","","","Completed and Collected"
"81d7200b-855d-4192-a6b6-e3101fa3a3fa","","ISP","Sparctest","Sparctest VFD Replacement and Reprogramming","","No Decision Yet","GO","","2025-06-01T16:00:00.000Z","2025-06-01T16:00:00.000Z","",""
"49bc6b28-75c1-4a97-befc-8f77ecaf212c","","NSG","","BBP Two World","","","","","2025-06-01T16:00:00.000Z","","",""
"badb861b-9303-4a50-b153-03bc62ddc9ca","","NSG","","BBP Three World","","","","","2025-06-01T16:00:00.000Z","","",""
"dd949131-7053-4fb9-9c1b-1bd033363486","","NSG","","BBP Eastwood","","","","","2025-06-01T16:00:00.000Z","","",""
"3e68576e-b016-4d35-bfe3-e6f30e5754c2","CMRP25050229","NSG","San Miguel Corporation","SMFI Sariaya Broiler Farm - Electrical Equipment","OP30","Submitted","GO","19514385","2025-06-01T16:00:00.000Z","2025-06-01T16:00:00.000Z","","Option2 for Transformer - PPR002"
"a1b2b79c-275f-4e7e-a20b-d13adeccc9b9","CMRP25050256","ISP","Sparctest","Sparctest Bellagio3 FDAS PM","LOST","On-Going","GO","2749413.57","2025-05-29T16:00:00.000Z","","2025-06-04T16:00:00.000Z",""
"6b6183b8-6558-4d40-a1ef-2d1b944d4935","CMRP25050254","NSG","Holcim Philippines, Inc.","Holcim Supply of 4A Siemens Contactor","OP30","Submitted","GO","176249.27","2025-05-29T16:00:00.000Z","2025-05-29T16:00:00.000Z","2025-06-02T16:00:00.000Z",""
"a1dac343-de6e-401b-89a7-7d35bd3aafda","CMRP","JMO","URC BCFG","URC Cal 2_Repair/Rehab Shaaf Inverter/Motor (RFP by Sir Vlad Cambri)","","","DECLINE","","2025-05-29T16:00:00.000Z","2025-05-29T16:00:00.000Z","","30May, site asses w/ RJ, decline due servo motor concern"
"d45448ed-83fe-4318-84ef-bafc9a4c7378","CMRP25050257","ISP","Sparctest","Sparctest Bellagio3 additional Supply and Installation of Smoke Detectors","LOST","On-Going","GO","1022629.47","2025-05-29T16:00:00.000Z","","2025-06-04T16:00:00.000Z",""
"7fe1f3ba-d37b-4829-9f40-275235f8d7c2","CMRP25050255","NSG","Meralco Energy, Inc.","MSERV Supply of Immersion Temo and Flow Meters","","","DECLINE","","2025-05-29T16:00:00.000Z","2025-05-29T16:00:00.000Z","2025-06-12T16:00:00.000Z",""
"f9621e77-e30e-4168-958a-892ba1a36c69","CMRP","JMO","URC SURE","BAIS_S&I FDAS & Sprinkler at MATCON Chem'l Whse.(PR 1000147318)","","","DECLINE","","2025-05-28T16:00:00.000Z","2025-05-28T16:00:00.000Z","","02June; JEB's decision, no subcon for Western Visayas"
"84e15b25-84cb-4076-8a32-c824735df4f0","CMRP","JMO","URC SURE","La Carlota Dist._ Install HYBRID FDAS @ Proces, QA & CO2 (PR 1200016217rev)","","","DECLINE","","2025-05-28T16:00:00.000Z","2025-05-28T16:00:00.000Z","","02June; JEB's decision, no subcon for Western Visayas"
"e774c9bb-0751-45e8-ad31-ba3f4167d695","CMRP","JMO","URC SURE","URSUMCO_Maintain & Repair FDAS & Suppression System (PR 1000141304 - 307)","","","DECLINE","","2025-05-28T16:00:00.000Z","2025-05-28T16:00:00.000Z","","02June; JEB's decision, no subcon for Western Visayas"
"5757b9f9-7d00-43bd-ba14-254f2ee62cbb","CMRP","ISP","Uniliver","Uniliver Selecta Emergency Alarm Rehabilitaiton and itoring","","","DECLINE","","2025-05-27T16:00:00.000Z","2025-05-26T16:00:00.000Z","2025-06-02T16:00:00.000Z",""
"a7e80df3-d3a7-4136-a12a-9c472206c413","CMRP","JMO","LAGUNA AAAWater","Rehabilitation of Genset 375 KVA (RFQ : RFQ : 704633)","","","DECLINE","","2025-05-27T16:00:00.000Z","2025-05-27T16:00:00.000Z","","RUA requested Genset Model & SN not available"
"14040261-8619-4ee3-a326-5bc0f118755a","CMRP25050252","NSG","Laguna Water","Laguna Water Electrical Components Supply","OP30","Submitted","GO","98398.76","2025-05-27T16:00:00.000Z","2025-05-27T16:00:00.000Z","2025-05-29T16:00:00.000Z",""
"9e63df8b-1e8b-48f1-a1f6-830096dbc689","CMRP25050251","NSG","Arkinetix Builders","Arkinetix Supply of Humidity Sensor","OP30","Submitted","GO","140827.54","2025-05-27T16:00:00.000Z","2025-05-27T16:00:00.000Z","2025-05-27T16:00:00.000Z",""
"af713e02-9e7b-4279-b95b-9f7490e19452","CMRP25050243","NSG","Power","Power VFD SCADA Integration Service","OP30","Submitted","GO","82271.40","2025-05-27T16:00:00.000Z","2025-05-18T16:00:00.000Z","",""
"f2124c89-83e6-4123-8a0d-676f2fc2e7f5","CMRP25040201","RTR","Petron","Pandacan MFB Control System Upgrade","OP100","Submitted","GO","570000","2025-05-27T16:00:00.000Z","","",""
"c877897d-5c92-4ff7-bd3b-5cba4f4e87e8","CMRP25050203","NSG","Royale Cold Storage North, Inc.","RCS Menekes Plug Station","OP100","Submitted","GO","221302.68","2025-05-26T16:00:00.000Z","2025-05-26T16:00:00.000Z","2025-05-26T16:00:00.000Z",""
"ab391b67-9675-4a2e-90c8-23774b251d46","CMRP25050245","NSG","San Miguel Corporation","SMFI BBF Expansion Live - MVSG and LVSG","OP30","Submitted","GO","9850101.09","2025-05-25T16:00:00.000Z","2025-05-25T16:00:00.000Z","2025-05-27T16:00:00.000Z",""
"f7ffa49c-1907-4b78-8451-661836d614e1","CMRP","JMO","Laguna AAAWater","Install Production Meter and Pressure Gauge at GDC (RFQ :  859960)","","","DECLINE","","2025-05-25T16:00:00.000Z","2025-05-21T16:00:00.000Z","","25May: Lindsey advise no quote, not expertise"
"35ecb7f7-4f85-4197-94ba-773bb5d5cbce","CMRP25050247","JMO","Maynilad Water","Preventive Maintenance Servicing of PWTP 1 Substation 1 (ITB No. NO2505B)","OP100","Submitted","GO","772946.52","2025-05-21T16:00:00.000Z","2025-05-21T16:00:00.000Z","2025-05-27T16:00:00.000Z","28May, Qtd by RUA (Php 671k); For site Risk Assessment 28Aug; 24hours PMS for Execution 01Sep: 
26Aug JHA Mtg  execution moved W1 Oct:
29Aug PO awaiting approval per buyer in charged
PO 6000062095 26Aug due 05 Sep"
"af6b032a-9894-49ca-9914-3f5b9e8b11ad","CMRP","JMO","Maynilad Water","Supply & Install Water Distillation Laboratory Equipment (Milli-Q EQ 7008/7016)","","No Decision Yet","GO","","2025-05-21T16:00:00.000Z","2025-05-21T16:00:00.000Z","2025-05-22T16:00:00.000Z","22May, WINFRA support; 23May MWSI LOI Submitted, pending RFQ; 22July Proc. Mgr. to ff-up w/ Sir Danny water Lab results"
